ID,Reviews,Satisfaction
18891,started 5mg weeks ago     also take metropolol hydrochordat   cold like symptoms   extreme fatigue   couldnt function end day   called dr   told stay 2 weeks   go 2 5mg   started 5 days ago   runny nose   cough   fatigue   stressed   sensitive sun   stop tomorrow contacting dr,Negative
18892,10mg day 6 days   stop taking tomorrow   yes   already lowered bp almost normal   function like   extreme fatigue   dizzyness   lack concentration    ll take high bp energy back   also developed rash forehead,Negative
18893,yes   blood pressure lower headache   stomach ache   constant cough   blurry vision tired time   one thing   erection   happy,Negative
18895,makes cough,Negative
18896,far experience good one wish pills smaller   altho easy stomach,Positive
18897,six days taking lisinopril left toes   left hand arm felt tight swollen   chest felt tight heavy raised bp   dr changed prescription norvasc   stayed atenolol,Negative
18898,dr  started 10mg lisinopril terrible headaches   also mild muscle aches   blurred vision dry coughing spells wrongly attributed cold allergy doctor says common side effect dosage high immediately lowered dosage 5mg sure enough symptoms went away   also started exercise program seniors less 10 months bp averages 115 75,Positive
18900,taking 4 months   went check two weeks starting meds   stated bad cough doc prescribed  pak infection   3 1 2 months later cough unberible   reading others seems make sense good bad medication   im quiting tonight   top seen one side affect overlook errection   hard keep one,Negative
18902,bad side effects   effect blood pressure   took 3 weeks   dropped amlodipine   working much better,Negative
18904,started   made sleepy   overall seems working,Positive
18905,low blood presser,Positive
18910,bp 190 120 metoprolol   started taking lisinopril hctz 20 25 within two weeks bp 115 60 stayed way drug   back surgery coulple weeks active quite time   reason high bp   eperienced side effects drug sure need continue become active   fine   hyopertension runs family,Positive
18912,blood pressure control,Positive
18913,bp 155 95 starting low dosage lisinopril   one month later   bp 145 95 doc increased dosage   within days   felt upset   angry stressed time   three weeks later   bp 165 105   doc switched medicine diovan   within days   felt much better   bp mostly control     cough sore throat people taking medication,Negative
18914,stopped taking 40 mg daily dose lisinopril 2 weeks ago 4 months   tickly sore throat nagging cough developed past month   drug lower bp 120 75   side effects maddening   hoping symptoms go away   sufferers say 6 weeks relief   similar experiences,Negative
18919,ve treated lisinopril 10mg 12 5 eight years     blood pressure rising medication system   doctor wants take exforge   ca   continue taking lisinopril higher dose     want start trying find dose right fearing take medication based side effects really freaks   changing medication really necessary   way promoting product,Positive
18920,difficult time drug   blood pressure drops around 75 45 weather hot     live florida   take 5 mg tablet twice day   pressure low eyes feel dilated go outside bright sunlight   problems work heat   know drug   drug 6 weeks never felt bad   anyone ever problems,Negative
18921,lisinopril 8 years hbp   none side effects mentioned reviews,Positive
18922,medication three months bp completely normal   starting lisinopril   dr  toprol xl made tired almost falling asleep school   put another medication gave bad cough   medication helped high blood pressure better things  ve,Positive
18926,works good    ve taking 2 years     37 bp normal   feel side effects     actually reduce risk heart attack   hey perfect,Positive
18927,taking lisinopril 20 mgs daliy 6 months     41 overweight really high bp worked well bring bp 180 110 135 85 also nagging cough   worth able enjoy life,Positive
18929,immediately irritating   never ending cough   neck ached since started taking   also   yesterday   made decision would prefer hbp  ve feeling   achy flu like   going try something else   hopefully without side effects,Negative
18931,lisinopril cause headaches taken high doses,Positive
18933,taking coreg elevated bp stroke vein eye     lowering enough then added 10mg lisinoprol daily   helped   blood pressure around 145  90 pulse 80 83  retrospect   known something wrong   bad airborn allergies   occur horrible coughing spells could caused something else     want sleep   headaches random thought allergies   even bought two large room air cleaners bedroom living room   urine leakage nightmare   thought age   gynocologist suggested exercises strengthen abdominal muscles   getting sleep hard coughing wakes   thought causing feel tired time   lack sleep   accident   physical therapy   got seriously winded 6 minutes stationary bike   bend long get nauseated sit awhile  til passes   today three months check up dr and told felt cough could   shake   weight chest   lethargy felt overall terrible   mouth gets dry night   wake gagging     coughing   stopped lisenoprol   finally looked got home found site   shock   read material thoroughly first got prescription   lesson wo   learn twice   also another stroke eye week ago   doctor feels badly want feel like old self   sooner better   15 pounds overweight 65 years old   feel 100 right depressed,Negative
18935,easy take took one week work bp runs 125 82 use run 160 115,Positive
18938,muscle weakness,Negative
18939,took lisinopril several years ago cough would   quit   dr time told head   needless say quit taking   also found new dr  need anything htn several years   started back lisinopril year   cough returned current dr told symptom goes away   switched another drug   even family   co workers asking something cough,Negative
18940,recently ran across article newspaper side effect medication hair loss   happening years   know reason   one side effects,Positive
18942,lowering     another rx added,Negative
18943,take lisinopril oral   lisinopril pills 10mg   controls blood pressure well,Positive
18944,quit smoking  07 gained little weight   started taking 20mg dec  07   gained 20  lbs since dec   07 blood pressure little low   fatigue med cause weight gain,Negative
18946,trouble getting erection keeping one,Negative
18948,started altice   however insurance increased co pay   switche accupril   howevery insurance increased co pay 7 switched quinapril   switched insurance programs co pay went increased   mmy doctor put lisinopril anout year ago   side effects drugs,Positive
18949,drug gave cough would take breath away cause barf   cough lasted six weeks stopped taking   lower bp   cough unbearable,Negative
18952,bp sometimes still goes 140 90 evening   189 98 started med   usually stays 120 80 med   sleep   drop 103 58 take med   morning   makes feel tired     much calmer used   slight dry cough     big problem   notice mouth gets dry   use bathroom lot used   take 10mg day,Positive
18953,07 age 56   70lbs overweight   bp 180 95  08 age 57   40lbs overweight   bp 118 78 take 10mg meal full glass water   surprised using medication losing 30lbs 13 months enough bring bp normal   first muscle cramps legs   feet   hands blurred vision   adding 45 minutes walking 15 minutes stretching 4 days wk problems tolerable level   feel much energetic   rainy season   check exercise dvd     baby boomers   library keep exercise regimen   dr  says lose another 20lbs lower dosage incentive enough add modest diet regimen   felt good years,Positive
18955,please bare make case lisinoprol       five days ago doctor represcribed lisinoprol increased dosage 20 mg  also changed anxiety medication xanax xr   doctor suggestted lose pounds   started following strict diet   exercising   gardening   etc   5 days    ve gained 5 pounds   sick looking weight increase   despite efforts     started research prescribed meds   taking   started anxiety med   taking regular xanax   addictive   peace life       gain additional weight   started reflecting time gardening today   hour gardening   legs weak could bare stand   felt lightheaded   body weak ankles swollen   searching side effects lisinoprol   disturbed   experiencing five symptoms given time   also    ve leaking urine without full bladder and or go bathroom   blood pressure elevated 10 years   doctor explaining   side effects drug serious may caused begin anxiety attacks   began 2   3 years ago around time doctor first began prescribing med     learning question doctor benefits drug   also possible side effects   doctor   make mistakes   serious mistake medical records write addendum   recommend drug,Negative
18958,taking lisinopril 20mg daily 6 months combat blood pressue   helped bit   bp still measures 175 110 good day   overweight good 100    s   restricted sodium intake no salt added diet   please advise ideas relate phyisian,Negative
18960,med   gave horrible cough   could   sleep   would gag throw   plus   runny nose   sore throat chest congestion   thought allergies first   never allergies bad   finally   remembered husband tried take drug years back   wish would put two two together sooner   horrible experience,Negative
18961,drug nearly killed   upon first dose   one pill   went anaphalytic shock ended chronic care unit 9 days   hospitalized 2 weeks total   thoat tongue swollen mouth could contain tongue   could breathe intubated assist   additionally   stomach pumped blood transfusion stay hospital   turned lupus never prescribed medicine contains ace inhibitors,Negative
18964,open heart surgery  5 by passes may 2007     taking 40 mg   day conjunction metoporal regulate high pressure      really noticed abnormal symptoms using,Positive
18965,day small pill take   swallow     taken 3 years maintained   level effectively   inexpensive     60 cents insurance,Positive
18966,less head pain   easy use   satisfied,Positive
18967,ve used medication year   first 10 mg  20 mg   30 mg day   lowered blood pressure reading others problems     wondering problems may caused medication   year ago pains chest tests done including angiogram   showed blockage 1 leaky valve   since   3 leaky vales heart rate low pacemaker put     54 years old thought basically good health   far lisinopril   usual cough   started snoring   jaw cracking   irregular heart beats   depression worsened increased dosage foot leg cramping     know much lisinopril   however cut back 20 mg    starting feel better   cut back 10 mg    going get another medication,Negative
18971,lisinopril drug take presently   blood pressure issues 10 years tried different medications   works fine suffering mini stroke   side effects   adjusted well   acutally   benicar best could   afford expense   weight low   eat healthy   cholestral extemely low     smoke   etc   blood pressure varicose veins   genes guess,Positive
18972,drug dropped blood pressure 20 10 works,Positive
18973,know drug caused eye sight deteriorate since taking   caused something else   ey sight definately deteriorated   alsostopped taking thenm five days check would improvement ed problem    t   lisinopril obviously taking bp tablets last 20 years,Positive
18977,started problems feet   standing walking felt like sea shells skin   around arch area hurt   cut back 1 2 pill day feet still hurt much better   anyone else experienced   never foot problems taking med,Negative
18978,taking diovan two years   could   afford   93 month price tag   dr switch drug   brought blood presure normal   feel terible dry heaves cough heavy feeling chest   horrible   last refill gave drug different mfg   lupin   side effects got worse,Negative
18980,taking medication lil month   experienced symptoms   terrible cough   lead nose bleeds   awful swelling made baloon almost 10 extra pounds     never 125lbs   also active   tightness chest   numbness hands   would recomend drug   reading reviews dont know heck dr  prescribed first place   seems dangerous,Negative
18983,51 year old male type ii diabetes   given 20 mg control bp protect kidneys diabetes   taking 3  years side effects even inflamation pancreas also pancreatitis   discontinued use 4 day stay hospital pancreatitis   looking find safer blood pressure medication hope soon,Negative
18985,losing wweight due diuretic added think   pee also   lower bp 160 90 120 80   first little nausea fine,Positive
18986,took one 10mg pill 4 hours later thought haveing heart attack   trouble breathing   severe chest pain felt like elephant sitting chest,Negative
18987,drinking two kinds hypertension medication pressure still un control   medication lower dosage pressure satisfy,Positive
18990,female age 51 normal weight   taking 2 5mg daily   reduced bp 145 95 117 80 hard time respritory affects,Negative
22493,slowed pulse 29   increased depression   experienced attack cardia major headache lasting several weeks,Negative
22504,started taking furosemide 40mg   ordered www globaldiscountdrugs com furosemide html     night feel difference left right leg   swelling gone also pressure normal,Positive
22604,medication gotten blood pressure needs,Positive
23285,put extra weight last year trying find,Positive
23761,seem help edema well hctz taking previously,Negative
23866,dont take mediction filling edema hands,Positive
35577,medicine six years   100 mg twice day first got headaches little bit swelling feet months went away   tried metoprolol lisinopril gave bad side effects   i      allergic lot medications nothing good experience one   fine drink alcoho lwhile taking else get major anxiety attacks     don      drink   win win,Positive
35578,excessive tiredness       bp lower,Negative
35579,medication   recently started 3 weeks ago   er chest pain dizziness pain travel left shoulder past two days   took meds   blood pressure still high,Negative
35580,200mg twice daily   lowered bp 150 120  severe side affects   dry mouth   weight lose   low appetite   increase urination   itchy skin,Negative
35582,taking med 25 years   bp well maintained,Positive
35583,started 100mg bid 600mg bid little decrease bp   affective   sure experiencing side effects itchy scalp tingleness scalp     excessive started started medication,Negative
35585,medicine makes feel worse high blood pressure   bring enough feel like   dizzy   light headed   constipated   headache   overall feeling yuck   taking 200mg 2x daily past month half   2 months postpartum diagnosed preeclampsia third trimester   come delivery ob put safe breastfeeding   dried longer breastfeeding sent regular doctor find something work better,Negative
35586,worst bp drug bp consistently high 180 123 even admitted hospital reached 200 111 takin 300mg 3x day nothing horrible side effects dizziness   tiredness   shortness breath finally med taking procardia xl 30mg metroprolol 25mg day bp great,Negative
35587,taking medication month high blood pressure   260 189   brought alot   medication combination amlodipine slight side effects   nothing drastic   monitor bp daily,Positive
35588,hi yea med   awhile 2 years   yes say helped lowering bp   side effects crazy   seem able take kind pharm   meds   way harsh body soul seems like every side effect makes wonder   want take crazy meds   know dr  wants put meds   well thank   im gon na make another appt   longer want pharm   meds   taking much healther action body   many people dying meds,Negative
35589,crazy medications affect people many different ways     proper people warn others using   drug help people much   stupid amounts clonidine replacing drug definitely made difference better   high blood pressure tough control many different things cause   good doc find blood pressure high look underlying problem rather treat symptoms   make sure doc prescription writer want good healthy results medication may prescribed   case fairly severe taking 1200 mg day present   hopefully adjusted taking less soon   well way better health since getting clonidine addictive causes severe blood pressure rebound really bad side effects,Positive
35590,labetalol done wonderful job keeping blood pressure close normal ever   first started using   notice slight calming effect   likely due decrease heart rate   course scalp tingling   added benefit   goes away awhile using,Positive
35591,taking medicine bp still 160 100 going er lower pressures hope put another medicine help control   taking 200 mg three times day nothing,Negative
35593,asked dr take drug   never felt well even tho cut back dosage   bp elevated   felt like truck run   dry cotton mouth   energy short breath   last straw   need rx everything seems make feel like dish rag,Negative
35595,along another medication done excellent job keeping blood pressure lower,Positive
35596,good 6 7 hours pressure rises,Positive
35597,medicine lowered hbp   made dizzie   blurred eyes   hot sweaty profusesivly especially head   fatigue point able anything   stuffy nose dry mouth   like med plan ask dr take,Negative
35599,drug turned teeth brown,Negative
35600,went medication control apparent high bp   reason started gone hospital due miscarriage   doctor made sure   started november 2013 february march   started looking feeling different   family members said looked tired exhausted   never thought anything much mom   wife work full time   mid april   started noticing really dark urine   saw doctor early may husband noticed whites eye really yellow   following   persistent nausea   yellowing eyes skin   dark urine   persisted doctor check side effects medication kept saying rare   finally   weened medication dealing bringing bilirubin alt levels much   never go unneeded medication severe reaction   biggest fear liver damage   favor get tested month ensure 1   severe reaction   ps   bought blood pressure machine february since  ve meds   bp great,Negative
35602,given hospital blood pressure 210  kept taking twice day 25 mg  hctz   eyesight blurry occasionally dry mouth sometimes   nothing serious,Positive
35604,great lossing hair,Positive
35607,neck shoulder pain,Negative
35609,ve taken drug 2 years   gotten steadily short breath menial yardwork   also put 20 lbs    severly tired   dizzy   intend wean drug   prescribed cardiologist   family doctor   wo   try something else     also lisinopril norvasc    ll keep using,Negative
35611,used take atenolol along exercise low salt diet bp still 165 95 average   take 100 mg twice daily average bp 125 75   issue sometimes feel weak tired little faint hour mornings   occur time,Positive
35618,drug performed well extended period time   happy,Positive
35619,many severe side effects   shortness breath   dizzyness   tired weak   headache   blocked sinus   heavy sweating   itching scalp,Negative
35621,terrible medication   side effects horrible   energy   tired time   scalp tingleing   gained weight could lose   felt like constantly fog   dr finally took 2 weeks ago wow   feel like different person   full energy losing weight   alert,Negative
35623,labetalol bring blood pressure   taking 300mgs twice day   experienced tingling scalp   dizziness   nausea   importantly   blood pressure come   switched procardia   nifedical 60 mg   day   since blood pressure come    ve experience sore   itchy ankles side effect nifedical,Negative
35624,first taking medication hospital everything went hill   extremely tired point dizzy   instructed take medication 3x   day   experienced severe chest pains point use nitro patches three times   stopped taking reading would happen even tired still chest pains   sure,Negative
35626,allergic almost died hospital,Negative
35628,controlling   believe   making cough month   long taking,Negative
35630,drowsiness,Negative
35631,took blood pressure 165 110 almost night     tired   keeps blood pressure believe caould live tired,Positive
35634,started medication tried others great job   wanted get pregnant dr  switch 200 mg twice day   side effects tingley scalp   creepy   tingley legs sometimes   big boost energy   till got pregnant     lowered bp immediatly   went 140 100 120 80 highest reading get lowest 107 68   deal side effects   love new medication   makes feel normal  course changed diet walk 3 miles day,Positive
35638,take 200mg bid   labetalol 8 years   little side effects   kept blood pressure control   love,Positive
35640,3rd child blood pressure high 160 110 prescribed   400mg day   200mg twice day   work taking 1200mg day   400mg 3times day   procardia feel like crap   scalp tingling   nausea   shakes poster said   blah   verapimil pregnant side effects prescribe verapimil liver enzymes   begged changed asked referral internal medicine doctor   30 yrs old overweight drug work   would never recommend anybody   verge stopping taking crappy feel,Negative
35642,awile   taken family doctor   put back family doctor   elevated renal test   presently take 3 different high blood pressure meds   pressure readings good concerned kidney reading since put back drug   thoughts,Positive
35643,mother taking 1800 mg labatalol day   tired sleeping time   confused   nose stays stuffed   couldnt use mouth breath wouldnt able breath   gained 20 lbs since starting 8 months ago   able funtion well taking   cant remember alot confused   strength cook   clean   shop   searching internet figure   read blog going insist medicine gets change reduced,Negative
35644,taken one month high bp   seems working pretty well reducing bp   165 100   recent readings 126 84   experienced noticeable side effects except slight fatigue,Positive
35645,first hbp pill ever   bp usually 140 150 80   range  out drug   overweight 80 100 lbs good dealing stress   combined feel hbp     latetalol 1 month   weened   feel much better   tho bp still needs addressed   pill nothing give side effects   lowered hr bp   couple pts maybe     experienced scalp tingling   dry eyes   nose   sinuses   mouth   throat   constipation apparently lead development hemmeroids   nice       short   infrequent bouts tinitus   read online ototoxic drugs   another nice       bloody nose   dryness     extreme tireness could barely workout   felt like gon na fall eliptical lack energy 5 minutes   suppose lose weight help control bp naturally stuff makes big sloth energy     would wake night unable breath nose  cause stuffed   indigestion   food felt like lump stomach   good pill   suppose start clonidine   reading reviews   rethinking   know risking health problems going untreated   like pharmacutical treatment   going try niacin vasodialation   exercise along yoga meditation   therapy diet changes instead   dr    even know niacin vasodialator   uh   hello       think need new dr    seems effects severe based individual    ve never taken drugs maybe   sensetive     like   best work out weeks last night drug   felt good,Negative
35646,dx hbp early twenties   took metoprolol years   great drug   first pregnacy   32   doc put labetolol   didnt well   induced   32wks 198 127   baby heartrate issues nothing major though   seems working well addition hydrochlorothiazide hctz   diuretic    no swelling weight gain   still scalp itching   tired    re tired body   overdrive pushing bp time rest,Positive
35650,med 1 month   tired lay bed   dizzy stand   everything big effort   stopping med today tired tired   want life back,Negative
35652,medication control bp   drops fast leaving feeling tired,Negative
35654,put labetalol hospital   went 200 mg 800 mg day 2 months   swelling bad ca   put shoes make fist hands   breathing difficult   chest pain   fatigue migraines   dr  medication helped,Negative
35656,switched medication around 25th week pregnancy atenolol previously stopped working   started 200mg day gradually increased 2400mg day real result lowering bp   remove headaches swelling see con checking readings several times day   main warning signals elevated pressure gone   thought made medication really dangerous   pregnancy experience extreme nipple burning sensation horrible nausea got higer dose   pregnancy dizzy could barely take care baby first two weeks could   stand without room spinning feeling like ears full water   really scary started think would never get better   stopping medication switching back atenolol adding hydrochlorothorizde crazy side effects went away bp still,Negative
35657,take two medications keep pressure control   ill side effects,Positive
35658,taking valsartan nifedipine gives terrible headache take much   guy whose mother takes 1800 mg   sounds like much take 200 mg twice day,Positive
35663,thing worked high blood pressure,Positive
35664,20 weeks pregnant diagnosed high blood pressure put medicine 100mg twice day   many side effects scalp tingling   dizziness   tired   one side effect listed intense burning pain breast nipple area   went back dr  bp remained high bumped doseage 200mg twice day   made side effects worse breast nipple pain debilitating   1 dose tonight taking different medicine morning,Negative
35665,recently heart attack age 37 due 220 150 blood pressure extended period time   prescibed labetalol oral doctor the dosage said pill 200mg whereas doctor stated check following week   complained severe fatigue acute weakness   medication 20mg  s   question proper dosage medication,Negative
35666,good medicine high blood pressure   side effects much handle   legs felt like going come   joints ached like never ached   could take pain stopped taking,Negative
35668,taking drug 2 yrs   problems   side effects except minor weight gain   10 lbs   take 300mg   day even helps sleep night       perfect   stable lower 2 years ago   overall complaints,Positive
35671,dr  prescribed medicine blood pressure went   took couple pills taken   blood pressure stable   yesterday blood pressure 156 90 took pill head stop hearting pressure went,Positive
35673,extreme fatigue   ache   abdominal discomfort   barely maintain activites daily living   allergic ace inhibitors   cough,Negative
35674,particular med worked great keeping high blood pressure   within 30 minutes hour   scratching clawing scalp   would began tingle full blown itching   people would look funny something contagious   might contract   could stop swcratching scalp,Positive
35675,complaint labetalol big doses   5 pills time   twice day   trying figure time take without dizziness tiredness comes right   overall drug helps keep bp meds give controlled reasonably better   time seems like right time give much medication,Positive
35680,good pressure went however unrinating liquid drank two days return doctor tomorrow,Negative
35685,borderline hypertension   135 95 highest ever went   switched labetalol ob gyn decided try become pregnant   atenolol previously   worked great   bp 118 80 days     dosage labetalol low   100 mg twice day   scalp tingling side effect   big deal   two weeks   change bp started become extremely fatigued   third week   could barely leave house crying reason   going stick sake getting pregnant depression completely took     sure   great drug people     nightmare,Negative
35690,originally methyldopa   bp began skyrocket birth 3rd child   methyldopa mildly effective   long   doc switched labatelol directives taking food   made dizzy extremely fatigued nauseated   pharmacist changed label next refill say take milk food   helped symptoms   blood pressure changed   worth frustration making sure milk food every time take   2x day 200mg,Negative
35691,ve med 5 years every side affect name mention light headness 60 pds weight gain 1 year   take 1200mg   joint   arm pain leftarm worse     allow sleep wake every hours   sleeping also problem   ii change med killing,Negative
35693,blood pressure remained roller coaster ride drug   lower dose blood pressure sky rocketed   rushed    dangerous stuff   went back atenolol,Negative
35695,ve hypertension since age 26 used beta blockers majority time   age 43 pregnant used labetalol effective controlling blood pressure   one month giving birth still feeling exhausted foggy feeling   doctor slowly returned atenolol like immediate change   foggy headedness   head felt clearer less tired   felt labetalol like night day   amazing considering starting think experiencing postnatal depression   anyone experiencing pregnancy really talk doctor see labetalol cause     effective drug pregnant   possibly saved mine baby   life   helpful baby born,Positive
35697,medicine great wanted safe pill take pregnant,Positive
35698,took one 200 mg tab experienced alot side effects chest pains   shortness breath   face turned red puffy   pains right arm   head tingled   dizzy   felt heart beat head terrible head ache   stop one pill   bp went instead,Negative
35700,blood pressure increased decreased severe nose bleeds rectal bleeding,Negative
35704,drug week head creepy crawlys thing   muscle spasms fast heart beat lower blood pressure short crazy high   sure look drug getting done,Negative
35706,hyzaar great   husband thinking kids doctor put labetalol   since   gained 20 pounds time   used diuretic   legs swelled   ache hurt time   asthma anyway even lung specialist ca   figure unable breathe   put water pill alleviate swelling     help much   feel bloated miserable   even lost 70 pounds since gained 30  would think feeling great   ca   walk car walmart without hovering bugging stopping every little bit   36   feel worse 8 months ago put feeling great 70 pound weight loss,Negative
35707,take 100 mg twice day   started 29   31     controls blood pressure nicely   even took pregnant problems   side effects dizziness went away within first 2 weeks taking drug   happy results,Positive
35708,bb place   heart rate nicely 80 84bpm sgained 8 lbs 3 days terrible muscle ache calves thighs walking retaing fluids legs arms   must better beta blocker   unhappy 15 years since heart transplant   otherwise well,Negative
35715,first started using labetalol caused head tingling extreme tiredness   couple weeks started get used cause tiredness first   discover ate hand helped tremendously felt much better,Positive
35717,started taking labetalol 5 months ago 200mg 2xday   reduced 100mg 2xday due always tired bp   low100   regular basis   couple weeks   using arms walking long distances wearing couple hours taking meds   hopefully lesser dose help tired raise bp,Positive
35718,labetalol first given treat hypertension ranging 140 90 161 105 highly effective lowering normal levels 120 80   downside extreme fatigue   actually take 50 mg twice day even though lowest dose 100 mg    take 2 half pills per day   100 mg twice per day much caused extreme dizziness felt almost like might pass   taking half pill twice per day   morning evening   caused side effects tired effective keeping blood pressure within normal ranges,Positive
35719,many side effects rapid heatbeat   shortness breathe   sweating night day sweats   weakness   prolonged swelling   tingling left hand   leg foot   left hand swelled yesterday come slightly today   sleepy taking it sometimes able function normal   lightheaded,Negative
35720,doctor changed prescription high blood pressure became pregnant     sixth month blood pressure better pregnant,Positive
35722,taking labetalol 4  yrs good results first month   take 200mg day,Positive
35723,made nauseaed fatigue also take large doseage   effective lowering bp,Negative
35726,blood pressure remained roller coaster ride stuff,Negative
35727,labetalol almost 5 years drs   tried many meds prior   occasional low       80 30   200 1120 time reasons   passed tests   imaging   want change med low times every med try either makes ill causes bp skyrocket refuse playing around take labetalol,Positive
35729,great drug   dealing woth bp since teens   consistent 135 60   slow pulse though 55,Negative
35730,medication made extremely light headed   taking 400 mg twice day could   get bed   dr  reduced 1 twice day   still light headed unable function,Negative
38782,medication ruined life 6 years   costly trying find wrong   24 hrs stopping azor insurance considered covered change meds   felt   could walk easily coughing wheezing stopped,Negative
38790,diagnosed hbp   23yrs old bad genetics   first diuretics left low potasium   betta blockers resting heart rate 37 41  shape olympic athlete   doctor try azor first came   used azor since 2006  brief 2 year stop pregnancy breastfeeding used amlodipine alone   amplodipine stoped working   weened went back azor   regular blood tests major side effects   gotten older   get swelling feet ankles consume much sodium   otherwise happy drug come   really life saver,Positive
38814,began taking azor experiencing severe side effects lisinopril   beginning   azor worked wonderfully   little side effects   year using drug became worst nightmare   began experiencing severe side effects   irregular heart rhythm   itching   tingling   nausea   anxiety   list goes   thought going stroke heart attack everyday last two years   side effects severe   spent past two years expensive time consuming test told doctors could   find anything wrong heart   liver   gallbladder etc   tons test find azor cause medical issues   changed insurance companies would pay azor   given prescription amlodipine benicar   could   afford benicar mean time amlodopine take   waited doctor get back   going week without olmesartan   realized   heart palpitations felt like old self     realized azor   two scary years     visits   told anxiety   paranoid   find azor problem whole time   please research   sure stopped medication   would resulted worse outcome   thank god forced go without   otherwise may never discovered,Negative
38822,taking medication 3 4 years discernible side effects   blood pressure gone 200 100 118 68 consistently   happy results   option using beta blocker want med interferes heart rhythm,Positive
38838,bring pressure feet ankles legs always swollen   stayed 9 months soon went swelling went,Negative
38848,3 years started get uncontrollable reflux occasional diarhea   mds   know caused   6 months later diarhea severe started loose weight   3 months later hospitalized renal failure   elevated liver enzymes   dehydration   low bp   colonoscopy severe spruelike enteropathy   celiac disease   respond gluten free dna antibodies confirm gluten intolerance   sent nyc hospital found due azor 5 40 6 months later still battling vitamin mineral deficiencies   loss hair   skin rashes   weak nails   inflamed vocal chords due acid reflux control   md prescribed told knew   side effect   nearly killed   never connected symptoms   made aware early on he longer cardiologist,Negative
38855,problems ever,Positive
38867,immediately lowered blood pressure   however experiencing leg cramps extreme fingernail thinning cracking coupled hair loss   drug expensive   shall discontinue,Negative
38871,azor causes sun sensitive even using sun screen   turned skin darker color burning skin   longer take medication,Negative
38879,ubcontrollable hb hvae change meds evry 4 months   high 210 90 dr put azor 10mg bystolic 10mg pm bystolic 10mg guanfacine 2mg good readings high 130 70 usualy 100 70 120 60 retired nurse daughter rn also checks daily trust digital bp best got false   use cuff side effects5c,Positive
38883,take 5 40 dosage   weeks   bp dropped 99 64    too low   take 1 2 pill every morning   bp around 112 120 70 76   sometimes little higher   apparent side effects,Positive
38887,sleep back feel like turtle ca   get heavy   stomach feel like load bricks back   left arm muscle shoulder hurts   body scan airport failed left arm showed something muscle tight,Negative
38891,major side effects azor gross swelling lower extremities take diuretic  mood swings tried meds like killed  my heart rate stays 40   s  gums receded apparent reason   need find competent md,Negative
38900,prescibed 5 40 mg daily experienced low bp cut tablet half   lowered bp consistent 120 80   pleased     side effects mentioned reviews   tried several different medications doctor recommended   pleased,Positive
38904,less syncopy drugs chf,Positive
38908,controlled taking amlodipine losartan seperately   azor bp basically controlled   although expensive,Positive
38912,loss sexual conclusion,Positive
38916,azor one month side effects   heart palpitations   headaches   back pain itching skin extremely listless someone working everyday   around feel real great medication   bp 137 85 good contacting doctor regarding side effects   feel many continue medicine   life short feel miserable,Negative
38941,medicine almost killed friend   oschner gon na let die   thank goodness money get private flight mayo clinic   discovered azor took   healthy,Negative
38949,could keep food 6 months anyone checked could possible medication causing   even gall bladder taken,Negative
38957,manages keep bp normal range,Positive
38977,blood pressure spiking 180 100 three meds   nifedical   benicar atenolol   doctor took nifedial benicar put azor 10 40   first week fine   blood pressure stablized 120 130 70 80   second week starting feeling sick   thought sinus infection   stuffy nose   ear ache   started high anxiety   pressure started drop 108 56   pulse 50   heart feels like   pounding   diarrhea   called doctor   said overmedicated stop atenolol   low pressure continues stop current dosage azor call   hate drugs   high blood pressure,Negative
38987,azor 10 months   bp controlled   tried anything else   today researching possible generic version since co pay brands tripled   slight nausea started cleared taken food   major side effect unexplained fluttering chest   discuss doctor   swelling   water retention   pain   diminished libido severe symptoms   would recommend helped meds,Positive
38997,good results minimal side effects 5 20 taken diuretics   almost effect without diuretics   dose lasts 24 hours plus   cause sexual dysfunction   skipping dose 12 24 hours  re fine   price issue cuz cheap insurance wo   pay proprietary   even dramatic effects taken beta blockers prn,Positive
39007,works great maintaining bp   since started taking drug   arms hands tend bruise cut easily,Positive
39017,drug 7 weeks fisrt 5 20 10 40 day stopped taking today    ave hair loss bones body aches    stomach upset take new drugs anymore   think people drug watchful side effects,Negative
39022,besides headache   fluttering chest   feeling like going pass   chest neck pain,Negative
39037,besides nausea   loss balance   dry mouth   trouble catching breath   wonderful stuff   would recommend anyone,Negative
39042,rating accurate   taken one day,Positive
39052,blood pressure good lips beginning crack wondering thing drug,Negative
39057,reduced blood pressure,Positive
39062,bp meds seemed wear around dinner time azor lasts much longer   noted side effects,Positive
39067,developing real bad side effects   severe   water retention   face   legs   feet   coughing sore throat   liver problems   developed signs bad liver   dr  wants biopsy liver   sugar levels     concerned medication   blood pressure excellent though     recommend,Negative
39072,price drug keeps increasing ca   understand would make production costly,Negative
39082,drug effective system,Positive
39087,med quickly lowered bp significantly   insurance forced exforge numbers nearly close azor noticeable side effects   fought get back med worked   expensive rather pay clearly works best   past meds included norvasc   linsinopril   verapramil,Positive
39097,blood pressure stayed controled,Positive
39102,experienced side effects azor   indigestion chest felt raw   terrible headaches   cough   ringing ears,Negative
39107,product reduced blood pressure   however   swelling ankles legs fingers   extended use   tingling legs sore joints   erectile dysfunction low sex drive frustrating,Negative
39117,side effect decreased sexual prowess unbearable,Negative
39122,within days   azor reduced blood pressure 30 points,Positive
